,countryid,datacategoryid,datatype,name,date,value_mean,value_median
143,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2016-07-01T00:00:00,8.658536585365853,8.0
144,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2016-08-01T00:00:00,7.7560975609756095,7.0
145,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2016-09-01T00:00:00,8.37037037037037,8.0
146,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2016-10-01T00:00:00,11.215189873417721,10.0
147,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2016-11-01T00:00:00,15.2875,15.0
148,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2016-12-01T00:00:00,7.506329113924051,6.0
149,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-01-01T00:00:00,10.9875,11.0
150,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-02-01T00:00:00,13.1,13.0
151,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-03-01T00:00:00,12.825,12.0
152,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-04-01T00:00:00,7.632911392405063,7.0
153,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-05-01T00:00:00,12.341772151898734,12.0
154,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-06-01T00:00:00,9.538461538461538,9.0
155,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-07-01T00:00:00,11.012658227848101,12.0
156,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-08-01T00:00:00,10.430379746835444,10.0
157,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-09-01T00:00:00,14.39240506329114,15.0
158,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-10-01T00:00:00,11.784810126582279,12.0
159,FIPS:FR,COMP,DP01,Number of days with greater than or equal to 0.1 inch of precipitation,2017-11-01T00:00:00,12.316455696202532,12.0
